int(self),self.no_transporter,self.disturbance_cycle,tdi,self.cycle,mean_cyc_to_deliver,mean(self.residue),self.setup_file,self.item_file
616,12,300,250,2825,62.504,0.25,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
617,12,300,250,3657,67.3,0.131944444444444,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
618,12,300,250,2801,68.288,0.212962962962963,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
619,12,300,250,4174,75.056,0.147435897435897,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
620,12,300,250,2800,69.936,0.148148148148148,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
621,12,300,250,3984,70.268,0.012820512820513,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
622,12,300,250,3344,70.928,0.045454545454546,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
623,12,300,250,3826,69.684,0.277777777777778,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
624,12,300,250,2784,65.548,0.083333333333333,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
625,12,300,250,2616,64.34,0.145833333333333,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
626,12,300,250,3694,68.548,0.263888888888889,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
627,12,300,250,3224,67.596,0.075,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
628,12,300,250,3175,71.044,0.016666666666667,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
629,12,300,250,3709,69.604,0.166666666666667,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
630,12,300,250,2919,65.516,0.046296296296296,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
631,12,300,250,3335,68.764,0.333333333333333,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
632,12,300,250,3279,67.636,0.158333333333333,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
633,12,300,250,2687,63.336,0.166666666666667,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
634,12,300,250,3083,66.44,0.225,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
635,12,300,250,4208,73.116,0.047619047619048,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
636,12,300,250,2909,70.58,0.157407407407407,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
637,12,300,250,3207,71.104,0,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
638,12,300,250,2977,63.252,0.166666666666667,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
639,12,300,250,3674,73.424,0.090277777777778,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
640,12,300,250,2676,65.728,0.166666666666667,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
641,12,300,250,3195,71.696,0,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
642,12,300,250,3234,71.104,0.25,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
643,12,300,250,4073,73.684,0.076923076923077,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
644,12,300,250,3560,68.08,0.234848484848485,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
645,12,300,250,2768,67.052,0.101851851851852,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
646,12,20000,250,3569,67.54,0,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
647,12,20000,250,3282,65.924,0,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
648,12,20000,250,3621,67.224,0,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
649,12,20000,250,3277,66.032,0,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
650,12,20000,250,3631,67.596,0,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
651,12,20000,250,3234,66.536,0,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
652,12,20000,250,3264,66.48,0,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
653,12,20000,250,3513,66.884,0,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
654,12,20000,250,2858,64.612,0,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
655,12,20000,250,3657,67.22,0,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
656,12,20000,250,2726,64.168,0,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
657,12,20000,250,4132,69.08,0,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
658,12,20000,250,2715,64.36,0,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
659,12,20000,250,3984,69.252,0,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
660,12,20000,250,3288,66.228,0,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
661,12,20000,250,3917,68.436,0,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
662,12,20000,250,2787,64.424,0,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
663,12,20000,250,2605,63.968,0,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
664,12,20000,250,3790,67.832,0,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
665,12,20000,250,3218,66.976,0,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
666,12,20000,250,3099,65.86,0,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
667,12,20000,250,3693,67.472,0,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
668,12,20000,250,2896,65.272,0,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
669,12,20000,250,3242,66.588,0,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
670,12,20000,250,3253,66.904,0,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
671,12,20000,250,2691,63.888,0,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
672,12,20000,250,3164,66.1,0,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
673,12,20000,250,4230,69.924,0,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
674,12,20000,250,2807,65.08,0,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
675,12,20000,250,3166,66.304,0,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
676,12,20000,250,3054,65.464,0,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
677,12,20000,250,3661,67.724,0,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
678,12,20000,250,2638,64.136,0,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
679,12,20000,250,3127,65.816,0,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
680,12,20000,250,3141,66.272,0,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
681,12,20000,250,4109,69.14,0,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
682,12,20000,250,3563,67.2,0,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
683,12,20000,250,2760,64.632,0,../includes/setup_smartphone.csv,../includes/orderedItems250.csv
